longitude,latitude,altitude,altitudeSmoothed,inclination,inclinationSmooth,inclinationSmoothed,distance,cumDistance,maxSpeed,theta,timeAtMaxSpeed,cumTimeAtMaxSpeed,cumTimeAtMaxSpeedLim
130.905168,-12.444462,30.75,30.4654998420687,0,0.000288754853808878,0.00162981067286254,11.9812405437914,0,100,67.626382304387,0.431324659576489,0.431324659576489,0.479249621751655
130.90527,-12.444421,30.75,30.4689582664835,-0.0283910640824067,0.00181978786816642,0.00179884303089255,52.8394229878278,11.9770257470825,100,67.9927590787846,1.9022192275618,2.33354388713829,2.59282654126477
130.905721,-12.444243,29.25,30.5650783465566,0.00844398427590768,0.00244448684890629,0.00301830312282354,59.2302812004298,64.7963546643942,100,67.007999943402,2.13229012321547,4.46583401035376,4.96203778928196
130.906223,-12.444035,29.75,30.709822435346,0.0249274223584048,0.00218610369120877,0.00354301903892667,30.0889196855602,124.008700415874,100,66.4704539591987,1.08320110868017,5.54903511903393,6.16559457670437
130.906477,-12.443927,30.5,30.7755829758385,0.0174658512865325,0.00313031767204872,0.00394801545631894,57.259310549476,154.089815048863,100,65.561794547829,2.06133517978114,7.61037029881507,8.45596699868341
130.906957,-12.443714,31.5,30.9547903634668,0,0.00370291765438005,0.00414716801066463,14.77992714645,211.33857413927,100,70.2001229267044,0.532077377272201,8.14244767608727,9.04716408454141
130.907085,-12.443669,31.5,31.0094897001957,0,0.00369130569695751,0.00398576609924572,34.131317735171,226.110462641527,100,75.4589469026552,1.22872743846616,9.37117511455343,10.4124167939482
130.907389,-12.443592,31.5,31.1353693946466,-0.021820473561772,0.0040802632478804,0.00387903908543261,80.2245437388236,260.21197929987,100,69.1220350596841,2.88808357459765,12.2592586891511,13.6213985435012
130.908079,-12.443335,29.75,31.4625560149492,-0.0185965892412024,0.00440109921452596,0.0036878787599645,26.8956517889555,340.399159561623,100,68.9092372763964,0.968243464402398,13.2275021535535,14.6972246150594
130.90831,-12.443248,29.25,31.5808739551373,0.0239855336324683,0.00504636655642409,0.00364438978067717,20.8460601957988,367.282710804889,100,65.7444442862671,0.750458167048758,13.9779603206022,15.5310670228914
130.908485,-12.443171,29.75,31.6860507189893,0.02120514426488,0.0044421280099822,0.00320561756215336,23.5804128433728,388.124611580514,100,65.774019211496,0.84889486236142,14.8268551829637,16.4742835366263
130.908683,-12.443084,30.25,31.7907774620729,0.027221291875948,0.00289965609297682,0.00227987823872816,82.6895458600329,411.700261360809,100,71.8093589187072,2.97682365096118,17.8036788339248,19.7818653710276
130.909406,-12.442852,32.5,32.0303925750875,0.0132597754026032,0.00223458245108036,-0.00125268539404304,18.861401100343,494.335730454145,100,68.9133593943989,0.679010439612349,18.4826892735372,20.5363214150413
130.909568,-12.442791,32.75,32.0725210263281,0.0266128826523583,0.00149406057182113,-0.00193618528568043,18.7850500160366,513.188640132806,100,64.3960719047076,0.676261800577318,19.1589510741145,21.2877234156828
130.909724,-12.442718,33.25,32.1005846706453,0,0.0012018255336576,-0.00269743286174808,8.33926946183461,531.972097755025,100,55.0481214380573,0.300213700626046,19.4591647747406,21.6212941941562
130.909787,-12.442675,33.25,32.1106152295229,0.0270192248986069,0.000920775947755718,-0.0030380210336493,18.4709336763896,540.318196059134,100,47.6893883500336,0.664953612350024,20.1241183870906,22.3601315412117
130.909913,-12.442563,33.75,32.1276503616032,0.0209792441444408,0.00101495817796472,-0.00379475110730035,11.8875878237276,558.819034734855,100,41.7032108404371,0.427953161654194,20.5520715487448,22.8356350541608
130.909986,-12.442483,34,32.1397433809108,-0.0335774410183838,-0.00064983896657711,-0.00430248472573739,14.8424660879433,570.733826317068,100,36.2184872052273,0.534328779165959,21.0864003279107,23.4293336976786
130.910067,-12.442375,33.5,32.1300702968278,-0.0198975568694416,-8.66095229376681e-05,-0.0050436911347876,12.520782130274,585.619179795224,100,31.8193133693646,0.450748156689865,21.5371484846006,23.9301649828895
130.910128,-12.442279,33.25,32.1289822475074,-0.0142292023242854,-0.00131264242314305,-0.00556490317672809,17.5013255823578,598.181878222902,100,26.8198447963921,0.630047720964882,22.1671962055655,24.6302180061839
130.910201,-12.442138,33,32.1059213169723,0.00875719295370424,-0.00139939395930892,-0.0063882233699441,56.8589773336358,615.750194531753,100,23.1835240716037,2.04692318401089,24.2141193895764,26.9045770995293
130.910408,-12.441666,33.5,32.0260236198712,-0.0486835786075514,-0.00181203230179403,-0.00885688912268939,15.3289669862538,672.844656327119,100,22.3900862823132,0.551842811505137,24.7659622010815,27.5177357789794
130.910462,-12.441538,32.75,31.9981301923238,-0.037217688517702,-0.00202065130627674,-0.00947316245018269,26.7444847524726,688.238088878397,100,22.5875600579629,0.962801451089015,25.7287636521705,28.5875151690783
130.910557,-12.441315,31.75,31.943862421359,-0.029619896781336,-0.00222721503707268,-0.0105527438040386,8.40268112712054,715.094626142999,100,22.7096751363055,0.302496520576339,26.0312601727469,28.9236224141632
130.910587,-12.441245,31.5,31.925069586287,-0.0250422658920563,-0.00233418795935014,-0.0108842766315987,19.8784573922301,723.53243016523,100,22.3811170181817,0.715624466120282,26.7468846388671,29.7187607098524
130.910657,-12.441079,31,31.8784742771298,-0.0266518426335107,-0.00352161175762498,-0.0116775581568457,28.017394713028,743.494500634597,100,22.9428406889328,1.00862620966901,27.7555108485362,30.8394564983735
130.910758,-12.440846,30.25,31.7793969122934,0.0257133307735299,-0.00430953348355245,-0.012765617930884,19.3523037163197,771.62848077706,100,17.2189096717087,0.696682933787508,28.4521937823237,31.6135486470263
