speed,timestamp
0.0,1693738504.415
0.0,1693738504.478
0.0,1693738504.541
0.0,1693738504.603
0.0,1693738504.67
0.0,1693738504.733
0.0,1693738504.796
0.0,1693738504.858
0.0,1693738504.921
0.0,1693738504.984
0.0,1693738505.043
0.0,1693738505.125
0.0,1693738505.172
0.0,1693738505.235
0.0,1693738505.298
0.0,1693738505.36
0.0,1693738505.423
0.0,1693738505.486
0.0,1693738505.549
0.0,1693738505.611
0.0,1693738505.678
0.0,1693738505.741
0.0,1693738505.803
0.0,1693738505.866
0.0,1693738505.929
0.0,1693738505.992
0.0,1693738506.05
0.0,1693738506.125
0.0,1693738506.18
0.0,1693738506.243
0.0,1693738506.305
0.0,1693738506.368
0.0,1693738506.431
0.0,1693738506.494
0.0,1693738506.556
0.0,1693738506.619
0.0,1693738506.686
0.0,1693738506.749
0.0,1693738506.811
0.0,1693738506.874
0.0,1693738506.937
0.0,1693738506.1
0.0,1693738507.058
0.0,1693738507.188
0.0,1693738507.25
0.0,1693738507.313
0.0,1693738507.376
0.0,1693738507.439
0.0,1693738507.501
0.0,1693738507.564
0.0,1693738507.627
0.0,1693738507.694
0.0,1693738507.756
0.0,1693738507.819
0.0,1693738507.882
0.0,1693738507.945
0.0,1693738508.003
0.0,1693738508.066
0.0,1693738508.129
0.0,1693738508.196
0.0,1693738508.258
0.0,1693738508.321
0.0,1693738508.384
0.0,1693738508.447
0.0,1693738508.509
0.0,1693738508.572
0.0,1693738508.635
0.0,1693738508.701
0.0,1693738508.764
0.0,1693738508.827
0.0,1693738508.89
0.0,1693738508.952
0.0,1693738509.011
0.0,1693738509.074
0.0,1693738509.137
0.0,1693738509.203
0.0,1693738509.266
0.0,1693738509.329
0.0,1693738509.392
0.0,1693738509.454
0.0,1693738509.517
0.0,1693738509.58
0.0,1693738509.643
0.0,1693738509.709
0.0,1693738509.772
0.0,1693738509.835
0.0,1693738509.898
0.0,1693738509.96
0.0,1693738510.019
0.0,1693738510.082
0.0,1693738510.145
0.0,1693738510.211
0.0,1693738510.274
0.0,1693738510.337
0.0,1693738510.4
0.0,1693738510.462
0.0,1693738510.525
0.0,1693738510.588
0.0,1693738510.65
0.0,1693738510.717
0.0,1693738510.78
0.0,1693738510.843
0.0,1693738510.905
0.0,1693738510.968
0.0,1693738511.027
0.0,1693738511.09
0.0,1693738511.152
0.0,1693738511.219
0.0,1693738511.282
0.0,1693738511.345
0.0,1693738511.407
0.0,1693738511.47
0.0,1693738511.533
0.0,1693738511.596
0.0,1693738511.658
0.0,1693738511.725
0.0,1693738511.788
0.0,1693738511.85
0.0,1693738511.913
0.0,1693738511.976
0.0,1693738512.035
0.0,1693738512.098
0.0,1693738512.16
0.0,1693738512.227
0.0,1693738512.29
0.0,1693738512.352
0.0,1693738512.415
0.0,1693738512.478
0.0,1693738512.541
0.0,1693738512.603
0.0,1693738512.666
0.0,1693738512.733
0.0,1693738512.796
0.0,1693738512.858
0.0,1693738512.921
0.0,1693738512.984
0.0,1693738513.043
0.0,1693738513.133
0.0,1693738513.168
0.0,1693738513.235
0.0,1693738513.298
0.0,1693738513.36
0.0,1693738513.423
0.0,1693738513.486
0.0,1693738513.549
0.0,1693738513.611
0.0,1693738513.674
0.0,1693738513.741
0.0,1693738513.803
0.0,1693738513.866
0.0,1693738513.929
0.0,1693738513.992
0.0,1693738514.05
0.0,1693738514.133
0.0,1693738514.176
0.0,1693738514.243
0.0,1693738514.305
0.0,1693738514.368
0.0,1693738514.431
0.0,1693738514.494
0.0,1693738514.556
0.0,1693738514.619
0.0,1693738514.682
0.0,1693738514.749
0.0,1693738514.811
0.0,1693738514.874
0.0,1693738514.937
0.0,1693738514.1
0.0,1693738515.058
0.0,1693738515.137
0.0,1693738515.184
0.0,1693738515.25
0.0,1693738515.313
0.0,1693738515.376
0.0,1693738515.439
0.0,1693738515.501
0.0,1693738515.564
0.0,1693738515.627
0.0,1693738515.69
0.0,1693738515.756
0.0,1693738515.819
0.0,1693738515.882
0.0,1693738515.945
0.0,1693738516.003
0.0,1693738516.066
0.0,1693738516.192
0.0,1693738516.258
0.0,1693738516.321
0.0,1693738516.384
0.0,1693738516.447
0.0,1693738516.509
0.0,1693738516.572
0.0,1693738516.635
0.0,1693738516.698
0.0,1693738516.764
0.0,1693738516.827
0.0,1693738516.89
0.0,1693738516.952
0.0,1693738517.011
0.0,1693738517.074
0.0,1693738517.141
0.0,1693738517.2
0.0,1693738517.266
0.0,1693738517.329
0.0,1693738517.392
0.0,1693738517.454
0.0,1693738517.517
0.0,1693738517.58
0.0,1693738517.643
0.0,1693738517.705
0.0,1693738517.772
0.0,1693738517.835
0.0,1693738517.898
0.0,1693738517.96
0.0,1693738518.019
0.0,1693738518.082
0.0,1693738518.145
0.0,1693738518.207
0.0,1693738518.274
0.0,1693738518.337
0.0,1693738518.4
0.0,1693738518.462
0.0,1693738518.525
0.0,1693738518.588
0.0,1693738518.65
0.0,1693738518.713
0.0,1693738518.78
0.0,1693738518.843
0.0,1693738518.905
0.0,1693738518.968
0.0,1693738519.027
0.0,1693738519.09
0.0,1693738519.152
0.0,1693738519.215
0.0,1693738519.282
0.0,1693738519.345
0.0,1693738519.407
0.0,1693738519.47
0.0,1693738519.533
0.0,1693738519.596
0.0,1693738519.658
0.0,1693738519.721
0.0,1693738519.788
0.0,1693738519.85
0.0,1693738519.913
0.0,1693738519.976
0.0,1693738520.035
0.0,1693738520.098
0.0,1693738520.16
0.0,1693738520.223
0.0,1693738520.29
0.0,1693738520.352
0.0,1693738520.415
0.0,1693738520.478
0.0,1693738520.541
0.0,1693738520.603
0.0,1693738520.666
0.0,1693738520.729
0.0,1693738520.796
0.0,1693738520.858
0.0,1693738520.921
0.0,1693738520.984
0.0,1693738521.043
0.0,1693738521.105
0.0,1693738521.168
0.0,1693738521.231
0.0,1693738521.298
0.0,1693738521.36
0.0,1693738521.423
0.0,1693738521.486
0.0,1693738521.549
0.0,1693738521.611
0.0,1693738521.674
0.0,1693738521.737
0.0,1693738521.803
0.0,1693738521.866
0.0,1693738521.929
0.0,1693738521.992
0.0,1693738522.05
0.0,1693738522.113
0.0,1693738522.176
0.0,1693738522.239
0.0,1693738522.305
0.0,1693738522.368
0.0,1693738522.431
0.0,1693738522.494
0.0,1693738522.556
0.0,1693738522.619
0.0,1693738522.682
0.0,1693738522.745
0.0,1693738522.811
0.0,1693738522.874
0.0,1693738522.937
0.0,1693738522.1
0.0,1693738523.058
0.0,1693738523.145
0.0,1693738523.184
0.0,1693738523.247
0.0,1693738523.313
0.0,1693738523.376
0.0,1693738523.439
0.0,1693738523.501
0.0,1693738523.564
0.0,1693738523.627
0.0,1693738523.69
0.0,1693738523.752
0.0,1693738523.819
0.0,1693738523.882
0.0,1693738523.945
0.0,1693738524.003
0.0,1693738524.066
0.0,1693738524.192
0.0,1693738524.254
0.0,1693738524.321
0.0,1693738524.384
0.0,1693738524.447
0.0,1693738524.509
0.0,1693738524.572
0.0,1693738524.635
0.0,1693738524.698
0.0,1693738524.76
0.0,1693738524.827
0.0,1693738524.89
0.0,1693738524.952
0.0,1693738525.011
0.0,1693738525.074
0.0,1693738525.145
0.0,1693738525.2
0.0,1693738525.262
0.0,1693738525.329
0.0,1693738525.392
0.0,1693738525.454
0.0,1693738525.517
0.0,1693738525.58
0.0,1693738525.643
0.0,1693738525.705
0.0,1693738525.768
0.0,1693738525.835
0.0,1693738525.898
0.0,1693738525.96
0.0,1693738526.019
0.0,1693738526.082
0.0,1693738526.149
0.0,1693738526.207
0.0,1693738526.27
0.0,1693738526.337
0.0,1693738526.4
0.0,1693738526.462
0.0,1693738526.525
0.0,1693738526.588
0.0,1693738526.65
0.0,1693738526.713
0.0,1693738526.776
0.0,1693738526.843
0.0,1693738526.905
0.0,1693738526.968
0.0,1693738527.027
0.0,1693738527.09
0.0,1693738527.152
0.0,1693738527.215
0.0,1693738527.278
0.0,1693738527.345
0.0,1693738527.407
0.0,1693738527.47
0.0,1693738527.533
0.0,1693738527.596
0.0,1693738527.658
0.0,1693738527.721
0.0,1693738527.784
0.0,1693738527.85
0.0,1693738527.913
0.0,1693738527.976
0.0,1693738528.035
0.0,1693738528.098
0.0,1693738528.16
0.0,1693738528.223
0.0,1693738528.286
0.0,1693738528.352
0.0,1693738528.415
0.0,1693738528.478
0.0,1693738528.541
0.0,1693738528.603
